"id","text","category","length","word_count"
"1005","Understanding my triggers helps me manage better","general","48","7"
"1006","I find fluorescent lights overwhelming and they give me headaches with family","sensory","77","12"
"1007","Small talk can be challenging for me","social","36","7"
"1008","Having a structured schedule helps me function better","routine","53","8"
"1009","I appreciate when others show genuine interest in what I enjoy","interests","62","11"
"1010","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1011","I feel most comfortable when I have a predictable routine in public","routine","67","12"
"1012","My focused interests have led to deep expertise at home","interests","55","10"
"1013","I appreciate honesty and direct communication","general","45","6"
"1014","I need strategies to manage anxiety in new situations in public","emotional","63","11"
"1015","I have a few topics that I find endlessly interesting at home","interests","61","12"
"1016","Social situations require a lot of mental energy","social","48","8"
"1017","Sudden schedule changes can ruin my whole day","routine","45","8"
"1018","Large social gatherings can feel overwhelming","social","45","6"
"1019","I feel more comfortable with written communication","general","50","7"
"1020","My focused interests have led to deep expertise at home","interests","55","10"
"1021","I prefer having advance notice about changes","general","44","7"
"1022","I can be very creative when working on things I enjoy","daily_life","53","11"
"1023","I express emotions differently than neurotypical people","social","55","7"
"1024","The sound of chalk on blackboard is unbearable with family","sensory","58","10"
"1025","Sometimes I need breaks to prevent feeling overwhelmed","emotional","54","8"
"1026","I have a few topics that I find endlessly interesting with friends","interests","66","12"
"1027","My interests tend to be very focused and deep","interests","45","9"
"1028","I can be extremely dedicated to causes I believe in with friends","general","64","12"
"1029","I appreciate when people are direct and clear in communication","social","62","10"
"1030","I sometimes miss social cues that others pick up easily","social","55","10"
"1031","Sudden schedule changes can ruin my whole day","routine","45","8"
"1032","I feel most comfortable when I have a predictable routine with friends","routine","70","12"
"1033","I prefer having advance notice about changes","general","44","7"
"1034","Unexpected changes to my routine are difficult to handle in school","routine","66","11"
"1035","I sometimes miss social cues that others pick up easily","social","55","10"
"1036","I work best in quiet, organized environments","routine","44","7"
"1037","I can spend hours researching topics that fascinate me","interests","54","9"
"1038","Sudden schedule changes can ruin my whole day","routine","45","8"
"1039","I find fluorescent lights overwhelming and they give me headaches","sensory","65","10"
"1040","I work best in quiet, organized environments","routine","44","7"
"1041","I love learning detailed information about my interests with family","interests","67","10"
"1042","I wear noise-canceling headphones in crowded places","general","51","7"
"1043","Sometimes I need breaks to prevent feeling overwhelmed","emotional","54","8"
"1044","Processing emotions takes time and energy for me with friends","daily_life","61","10"
"1045","I feel most comfortable when I have a predictable routine","routine","57","10"
"1046","Stress affects me more intensely than it seems to affect others","emotional","63","11"
"1047","I need quiet time to recharge after social activities","social","53","9"
"1048","I bring a unique perspective to problems","general","40","7"
"1049","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1050","I like to collect information and facts about my favorite subjects","interests","66","11"
"1051","Making eye contact during conversations feels uncomfortable","social","59","7"
"1052","I prefer to know what to expect in new situations with family","general","61","12"
"1053","I love learning detailed information about my interests","interests","55","8"
"1054","Having a structured schedule helps me function better","routine","53","8"
"1055","I find multitasking challenging and prefer focusing on one thing","general","64","10"
"1056","Understanding my triggers helps me manage better","general","48","7"
"1057","I value deep, meaningful relationships","general","38","5"
"1058","I need strategies to manage anxiety in new situations","emotional","53","9"
"1059","The sound of chalk on blackboard is unbearable","sensory","46","8"
"1060","Social situations require a lot of mental energy at work","social","56","10"
"1061","I find comfort in familiar places and activities in meetings","general","60","10"
"1062","I find comfort in familiar places and activities","general","48","8"
"1063","I prefer having deep conversations about specific topics with friends","social","69","10"
"1064","I love learning detailed information about my interests","interests","55","8"
"1065","I love learning detailed information about my interests","interests","55","8"
"1066","I appreciate when people are direct and clear in communication","social","62","10"
"1067","I notice details that others might miss","general","39","7"
"1068","I'm often very thorough in my work","daily_life","34","7"
"1069","I enjoy repetitive tactile sensations like fidget toys","general","54","8"
"1070","I need time to process what people say before responding","social","56","10"
"1071","I find multitasking challenging and prefer focusing on one thing","general","64","10"
"1072","I can spend hours researching topics that fascinate me at home","interests","62","11"
"1073","I find certain coping mechanisms very helpful","general","45","7"
"1074","Loud unexpected sounds make me feel anxious and stressed","sensory","56","9"
"1075","I work best in quiet, organized environments","routine","44","7"
"1076","I feel more comfortable with written communication","general","50","7"
"1077","I have a few topics that I find endlessly interesting","interests","53","10"
"1078","I enjoy sharing knowledge about subjects I'm passionate about","interests","61","9"
"1079","I value deep, meaningful relationships","general","38","5"
"1080","The sound of chalk on blackboard is unbearable","sensory","46","8"
"1081","I appreciate clear instructions and expectations","daily_life","48","6"
"1082","Large social gatherings can feel overwhelming","social","45","6"
"1083","I'm often very thorough in my work","daily_life","34","7"
"1084","I'm often really thorough in my work","daily_life","36","7"
"1085","I love learning detailed information about my interests","interests","55","8"
"1086","I find comfort in familiar places and activities","general","48","8"
"1087","I appreciate when others show genuine interest in what I enjoy with friends","interests","75","13"
"1088","I wear noise-canceling headphones in crowded places","general","51","7"
"1089","I appreciate when others show genuine interest in what I enjoy","interests","62","11"
"1090","Bright lights in stores can be overwhelming for me","sensory","50","9"
"1091","I can be very creative when working on things I enjoy with family","daily_life","65","13"
"1092","Changes in plans can cause me significant stress","routine","48","8"
"1093","I prefer consistency in my work and living environment","daily_life","54","9"
"1094","Group conversations are harder to follow than one-on-one","social","56","8"
"1095","I find comfort in familiar places and activities","general","48","8"
"1096","The texture of certain fabrics really bothers me, especially wool and rough materials during events","sensory","99","15"
"1097","I love learning detailed information about my interests","interests","55","8"
"1098","I work better with visual aids and written instructions","daily_life","55","9"
"1099","Sudden schedule changes can ruin my whole day","routine","45","8"
"1100","I can spend hours researching topics that fascinate me","interests","54","9"
"1101","Learning about my special interests brings me joy","interests","49","8"
"1102","Changes in plans can cause me significant stress in school","routine","58","10"
"1103","I prefer consistency in my work and living environment","daily_life","54","9"
"1104","I like to plan things well in advance in public","routine","47","10"
"1105","I work best in quiet, organized environments","routine","44","7"
"1106","I sometimes miss social cues that others pick up easily","social","55","10"
"1107","I like to collect information and facts about my favorite subjects","interests","66","11"
"1108","I enjoy repetitive tactile sensations like fidget toys","general","54","8"
"1109","I can be very creative when working on things I enjoy at work","daily_life","61","13"
"1110","I prefer to know what to expect in new situations","general","49","10"
"1111","Certain food textures are difficult for me to handle at work","sensory","60","11"
"1112","I process information differently than many people","social","50","7"
"1113","I prefer to know what to expect in new situations in meetings","general","61","12"
"1114","Having a structured schedule helps me function better at home","routine","61","10"
"1115","I appreciate honesty and direct communication in public","general","55","8"
"1116","Having a structured schedule helps me function better","routine","53","8"
"1117","Bright lights in stores can be overwhelming for me at home","sensory","58","11"
"1118","I love learning detailed information about my interests","interests","55","8"
"1119","Processing emotions takes time and energy for me","daily_life","48","8"
"1120","I work better with visual aids and written instructions","daily_life","55","9"
"1121","I can talk for hours about topics that interest me","social","50","10"
"1122","I wear noise-canceling headphones in crowded places","general","51","7"
"1123","I can be very creative when working on things I enjoy","daily_life","53","11"
"1124","I find comfort in familiar places and activities","general","48","8"
"1125","I prefer having advance notice about changes","general","44","7"
"1126","I notice patterns and details that can be really useful","general","55","10"
"1127","I need quiet time to recharge after social activities during events","social","67","11"
"1128","I enjoy sharing knowledge about subjects I'm passionate about in meetings","interests","73","11"
"1129","Bright lights in stores can be overwhelming for me with friends","sensory","63","11"
"1130","I work best in quiet, organized environments","routine","44","7"
"1131","I find comfort in familiar places and activities","general","48","8"
"1132","The sound of chalk on blackboard is unbearable with family","sensory","58","10"
"1133","I appreciate clear instructions and expectations","daily_life","48","6"
"1134","I notice patterns and details that can be really useful in school","general","65","12"
"1135","I find fluorescent lights overwhelming and they give me headaches","sensory","65","10"
"1136","I prefer having advance notice about changes","general","44","7"
"1137","Large social gatherings can feel overwhelming","social","45","6"
"1138","Loud unexpected sounds make me feel anxious and stressed","sensory","56","9"
"1139","Large social gatherings can feel overwhelming","social","45","6"
"1140","I'm very reliable when I understand expectations","general","48","7"
"1141","I appreciate patience from others when I'm overwhelmed","emotional","54","8"
"1142","I can be really dedicated to causes I believe in","general","48","10"
"1143","I prefer consistency in my work and living environment","daily_life","54","9"
"1144","My focused interests have led to deep expertise with friends","interests","60","10"
"1145","I sometimes miss social cues that others pick up easily in school","social","65","12"
"1146","I bring a unique perspective to problems","general","40","7"
"1147","I find comfort in familiar places and activities","general","48","8"
"1148","I'm somewhat reliable when I understand expectations","general","52","7"
"1149","I find multitasking challenging and prefer focusing on one thing","general","64","10"
"1150","I prefer consistent lighting and avoid flickering bulbs","sensory","55","8"
"1151","I find certain coping mechanisms very helpful during events","general","59","9"
"1152","Self-advocacy is important for my wellbeing","general","43","6"
"1153","Unexpected changes to my routine are difficult to handle in school","routine","66","11"
"1154","I prefer having advance notice about changes","general","44","7"
"1155","The sound of chalk on blackboard is unbearable","sensory","46","8"
"1156","I can spend hours researching topics that fascinate me","interests","54","9"
"1157","Having a structured schedule helps me function better","routine","53","8"
"1158","Having a structured schedule helps me function better with friends","routine","66","10"
"1159","I sometimes miss social cues that others pick up easily","social","55","10"
"1160","Bright lights in stores can be overwhelming for me","sensory","50","9"
"1161","I work better with visual aids and written instructions","daily_life","55","9"
"1162","I express emotions differently than neurotypical people","social","55","7"
"1163","I love learning detailed information about my interests at home","interests","63","10"
"1164","My interests tend to be very focused and deep","interests","45","9"
"1165","I appreciate clear instructions and expectations with family","daily_life","60","8"
"1166","I need time to process what people say before responding in public","social","66","12"
"1167","Sometimes I need breaks to prevent feeling overwhelmed","emotional","54","8"
"1168","Changes in plans can cause me significant stress","routine","48","8"
"1169","Having a structured schedule helps me function better in school","routine","63","10"
"1170","I like to collect information and facts about my favorite subjects","interests","66","11"
"1171","Loud unexpected sounds make me feel anxious and stressed with friends","sensory","69","11"
"1172","I'm very reliable when I understand expectations","general","48","7"
"1173","I need strategies to manage anxiety in new situations during events","emotional","67","11"
"1174","I value deep, meaningful relationships","general","38","5"
"1175","I prefer consistent lighting and avoid flickering bulbs","sensory","55","8"
"1176","I bring a unique perspective to problems","general","40","7"
"1177","I prefer consistency in my work and living environment with friends","daily_life","67","11"
"1178","I find multitasking challenging and prefer focusing on one thing","general","64","10"
"1179","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1180","I value deep, meaningful relationships with family","general","50","7"
"1181","I feel most comfortable when I have a predictable routine","routine","57","10"
"1182","I prefer having advance notice about changes in public","general","54","9"
"1183","My focused interests have led to deep expertise at home","interests","55","10"
"1184","My focused interests have led to deep expertise","interests","47","8"
"1185","My attention to detail is often an asset","positive","40","8"
"1186","Understanding my triggers helps me manage better","general","48","7"
"1187","I need extra time to process complex information in school","daily_life","58","10"
"1188","I enjoy sharing knowledge about subjects I'm passionate about","interests","61","9"
"1189","The sound of chalk on blackboard is unbearable during events","sensory","60","10"
"1190","Sometimes I need breaks to prevent feeling overwhelmed with friends","emotional","67","10"
"1191","The sound of chalk on blackboard is unbearable","sensory","46","8"
"1192","I can spend hours researching topics that fascinate me","interests","54","9"
"1193","The sound of chalk on blackboard is unbearable","sensory","46","8"
"1194","Stress affects me more intensely than it seems to affect others in school","emotional","73","13"
"1195","Group conversations are harder to follow than one-on-one","social","56","8"
"1196","I can spend hours researching topics that fascinate me","interests","54","9"
"1197","Certain food textures are difficult for me to handle in meetings","sensory","64","11"
"1198","I like to collect information and facts about my favorite subjects","interests","66","11"
"1199","I need time to process what people say before responding during events","social","70","12"
"1200","I prefer consistent lighting and avoid flickering bulbs in public","sensory","65","10"
"1201","I find fluorescent lights overwhelming and they give me headaches in school","sensory","75","12"
"1202","I notice details that others might miss during events","general","53","9"
"1203","My attention to detail is often an asset in school","positive","50","10"
"1204","I love the feeling of soft blankets and weighted materials","general","58","10"
"1205","I can talk for hours about topics that interest me in school","social","60","12"
"1206","I like to collect information and facts about my favorite subjects","interests","66","11"
"1207","I bring a unique perspective to problems","general","40","7"
"1208","Bright lights in stores can be overwhelming for me at work","sensory","58","11"
"1209","I love learning detailed information about my interests","interests","55","8"
"1210","I can talk for hours about topics that interest me","social","50","10"
"1211","I feel most comfortable when I have a predictable routine","routine","57","10"
"1212","I have a few topics that I find endlessly interesting","interests","53","10"
"1213","Small talk can be challenging for me with friends","social","49","9"
"1214","I need time to process what people say before responding during events","social","70","12"
"1215","I prefer consistency in my work and living environment","daily_life","54","9"
"1216","Sometimes I need breaks to prevent feeling overwhelmed","emotional","54","8"
"1217","I sometimes miss social cues that others pick up easily at home","social","63","12"
"1218","I find certain coping mechanisms very helpful","general","45","7"
"1219","Large social gatherings can feel overwhelming in school","social","55","8"
"1220","I like to plan things well in advance","routine","37","8"
"1221","I prefer having advance notice about changes at work","daily_life","52","9"
"1222","I love the feeling of soft blankets and weighted materials in school","general","68","12"
"1223","I enjoy finding patterns and connections in information","general","55","8"
"1224","I find comfort in familiar places and activities","general","48","8"
"1225","I process information differently than many people","social","50","7"
"1226","I prefer to know what to expect in new situations in public","general","59","12"
"1227","I need quiet time to recharge after social activities at home","social","61","11"
"1228","I like to plan things well in advance","routine","37","8"
"1229","I process information differently than many people in meetings","social","62","9"
"1230","Sudden schedule changes can ruin my whole day","routine","45","8"
"1231","I find comfort in familiar places and activities","general","48","8"
"1232","I enjoy finding patterns and connections in information in public","general","65","10"
"1233","I find multitasking challenging and prefer focusing on one thing at work","daily_life","72","12"
"1234","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1235","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1236","Large social gatherings can feel overwhelming","social","45","6"
"1237","I notice patterns and details that can be really useful","general","55","10"
"1238","Learning about my special interests brings me joy","interests","49","8"
"1239","I work better with visual aids and written instructions in meetings","daily_life","67","11"
"1240","I need extra time to process complex information in meetings","daily_life","60","10"
"1241","Sudden schedule changes can ruin my whole day","routine","45","8"
"1242","I need time to process what people say before responding","social","56","10"
"1243","I prefer having advance notice about changes in school","general","54","9"
"1244","I feel more comfortable with written communication in meetings","general","62","9"
"1245","I enjoy repetitive tactile sensations like fidget toys at work","daily_life","62","10"
"1246","Understanding my triggers helps me manage better","general","48","7"
"1247","I appreciate honesty and direct communication","general","45","6"
"1248","I find multitasking challenging and prefer focusing on one thing in public","general","74","12"
"1249","Stress affects me more intensely than it seems to affect others in meetings","emotional","75","13"
"1250","Changes in plans can cause me significant stress in meetings","routine","60","10"
"1251","Learning about my special interests brings me joy","interests","49","8"
"1252","I feel more comfortable with written communication during events","general","64","9"
"1253","Self-advocacy is important for my wellbeing","general","43","6"
"1254","I benefit from having quiet spaces to calm down at home","emotional","55","11"
"1255","Small talk can be challenging for me at home","social","44","9"
"1256","I process information differently than many people","social","50","7"
"1257","I like to plan things well in advance","routine","37","8"
"1258","Certain food textures are difficult for me to handle","sensory","52","9"
"1259","Understanding my triggers helps me manage better","general","48","7"
"1260","Learning about my special interests brings me joy in meetings","interests","61","10"
"1261","I'm very reliable when I understand expectations","general","48","7"
"1262","I like to organize things in specific ways with family","routine","54","10"
"1263","I'm very reliable when I understand expectations","general","48","7"
"1264","I benefit from having quiet spaces to calm down in school","emotional","57","11"
"1265","I find multitasking challenging and prefer focusing on one thing","general","64","10"
"1266","Self-advocacy is important for my wellbeing","general","43","6"
"1267","I'm very reliable when I understand expectations in school","general","58","9"
"1268","Small talk can be challenging for me in meetings","social","48","9"
"1269","I like to organize things in specific ways","routine","42","8"
"1270","The sound of chalk on blackboard is unbearable","sensory","46","8"
"1271","I prefer having deep conversations about specific topics","social","56","8"
"1272","Stress affects me more intensely than it seems to affect others with family","emotional","75","13"
"1273","I like to organize things in specific ways","routine","42","8"
"1274","I find comfort in familiar places and activities during events","general","62","10"
"1275","I appreciate patience from others when I'm overwhelmed","emotional","54","8"
"1276","I process information differently than many people","social","50","7"
"1277","The sound of chalk on blackboard is unbearable","sensory","46","8"
"1278","I need extra time to process complex information","daily_life","48","8"
"1279","I wear noise-canceling headphones in crowded places","general","51","7"
"1280","I love learning detailed information about my interests","interests","55","8"
"1281","I love learning detailed information about my interests","interests","55","8"
"1282","I feel more comfortable with written communication","general","50","7"
"1283","I feel most comfortable when I have a predictable routine in school","routine","67","12"
"1284","I need quiet time to recharge after social activities","social","53","9"
"1285","I value deep, meaningful relationships","general","38","5"
"1286","I prefer having deep conversations about specific topics","social","56","8"
"1287","I wear noise-canceling headphones in crowded places","general","51","7"
"1288","I find comfort in familiar places and activities with friends","general","61","10"
"1289","I like to organize things in specific ways in meetings","routine","54","10"
"1290","My interests tend to be very focused and deep","interests","45","9"
"1291","I express emotions differently than neurotypical people in public","social","65","9"
"1292","I have specific ways I like things to be organized","routine","50","10"
"1293","I find comfort in familiar places and activities","general","48","8"
"1294","I value deep, meaningful relationships","general","38","5"
"1295","I work better with visual aids and written instructions in school","daily_life","65","11"
"1296","I enjoy sharing knowledge about subjects I'm passionate about","interests","61","9"
"1297","I feel more comfortable with written communication","general","50","7"
"1298","I benefit from having quiet spaces to calm down with friends","emotional","60","11"
"1299","I find certain coping mechanisms very helpful in school","general","55","9"
"1300","Small talk can be challenging for me","social","36","7"
"1301","I work best in quiet, organized environments","routine","44","7"
"1302","I find multitasking challenging and prefer focusing on one thing with family","general","76","12"
"1303","Understanding my triggers helps me manage better","general","48","7"
"1304","Social situations require a lot of mental energy in public","social","58","10"
"1305","I'm often very thorough in my work","daily_life","34","7"
"1306","I need time to process what people say before responding in meetings","social","68","12"
"1307","I feel most comfortable when I have a predictable routine at home","routine","65","12"
"1308","I notice details that others might miss","general","39","7"
"1309","I like to collect information and facts about my favorite subjects","interests","66","11"
"1310","I sometimes miss social cues that others pick up easily","social","55","10"
"1311","I appreciate when people are direct and clear in communication in meetings","social","74","12"
"1312","Sometimes I need breaks to prevent feeling overwhelmed","emotional","54","8"
"1313","I enjoy repetitive tactile sensations like fidget toys with family","general","66","10"
"1314","I enjoy finding patterns and connections in information","general","55","8"
"1315","I feel most comfortable when I have a predictable routine","routine","57","10"
"1316","I enjoy sharing knowledge about subjects I'm passionate about with family","interests","73","11"
"1317","I need extra time to process complex information","daily_life","48","8"
"1318","The sound of chalk on blackboard is unbearable","sensory","46","8"
"1319","I notice patterns and details that can be very useful","general","53","10"
"1320","I love learning detailed information about my interests","interests","55","8"
"1321","Large social gatherings can feel overwhelming","social","45","6"
"1322","Small talk can be challenging for me","social","36","7"
"1323","I love the feeling of soft blankets and weighted materials","general","58","10"
"1324","Learning about my special interests brings me joy","interests","49","8"
"1325","I appreciate clear instructions and expectations","daily_life","48","6"
"1326","I find multitasking challenging and prefer focusing on one thing","general","64","10"
"1327","I have specific ways I like things to be organized","routine","50","10"
"1328","I can spend hours researching topics that fascinate me","interests","54","9"
"1329","My focused interests have led to deep expertise","interests","47","8"
"1330","I appreciate clear instructions and expectations","daily_life","48","6"
"1331","I process information differently than many people","social","50","7"
"1332","I can be extremely dedicated to causes I believe in","general","51","10"
"1333","I love learning detailed information about my interests at home","interests","63","10"
"1334","My focused interests have led to deep expertise","interests","47","8"
"1335","I need strategies to manage anxiety in new situations","emotional","53","9"
"1336","I have a few topics that I find endlessly interesting with friends","interests","66","12"
"1337","Loud unexpected sounds make me feel anxious and stressed with friends","sensory","69","11"
"1338","I need time to process what people say before responding","social","56","10"
"1339","I can spend hours researching topics that fascinate me","interests","54","9"
"1340","I need extra time to process complex information during events","daily_life","62","10"
"1341","I appreciate clear instructions and expectations in meetings","daily_life","60","8"
"1342","My interests tend to be very focused and deep","interests","45","9"
"1343","I have specific ways I like things to be organized","routine","50","10"
"1344","Self-advocacy is important for my wellbeing","general","43","6"
"1345","I like to plan things well in advance","routine","37","8"
"1346","I can spend hours researching topics that fascinate me with family","interests","66","11"
"1347","I need time to process what people say before responding","social","56","10"
"1348","Loud unexpected sounds make me feel anxious and stressed with family","sensory","68","11"
"1349","I need quiet time to recharge after social activities","social","53","9"
"1350","Having a structured schedule helps me function better","routine","53","8"
"1351","I love the feeling of soft blankets and weighted materials","general","58","10"
"1352","I love learning detailed information about my interests","interests","55","8"
"1353","Sometimes I need breaks to prevent feeling overwhelmed","emotional","54","8"
"1354","The texture of certain fabrics really bothers me, especially wool and rough materials","sensory","85","13"
"1355","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1356","I appreciate patience from others when I'm overwhelmed at home","emotional","62","10"
"1357","I process information differently than many people","social","50","7"
"1358","I find certain coping mechanisms really helpful","general","47","7"
"1359","I wear noise-canceling headphones in crowded places in meetings","general","63","9"
"1360","I have a few topics that I find endlessly interesting during events","interests","67","12"
"1361","My attention to detail is often an asset","positive","40","8"
"1362","I appreciate when others show genuine interest in what I enjoy at work","interests","70","13"
"1363","I value deep, meaningful relationships","general","38","5"
"1364","I need time to process what people say before responding","social","56","10"
"1365","The sound of chalk on blackboard is unbearable","sensory","46","8"
"1366","I enjoy finding patterns and connections in information","general","55","8"
"1367","Small talk can be challenging for me during events","social","50","9"
"1368","I like to organize things in specific ways","routine","42","8"
"1369","I enjoy finding patterns and connections in information","general","55","8"
"1370","I process information differently than many people in public","social","60","9"
"1371","I work better with visual aids and written instructions","daily_life","55","9"
"1372","Having a structured schedule helps me function better","routine","53","8"
"1373","I need time to process what people say before responding","social","56","10"
"1374","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1375","Unexpected changes to my routine are difficult to handle","routine","56","9"
"1376","I feel most comfortable when I have a predictable routine","routine","57","10"
"1377","I can talk for hours about topics that interest me","social","50","10"
"1378","Making eye contact during conversations feels uncomfortable","social","59","7"
"1379","Sudden schedule changes can ruin my whole day during events","routine","59","10"
"1380","I prefer consistency in my work and living environment with family","daily_life","66","11"
"1381","I work best in quiet, organized environments with family","routine","56","9"
"1382","I'm very reliable when I understand expectations at work","daily_life","56","9"
"1383","I'm often really thorough in my work","daily_life","36","7"
"1384","Loud unexpected sounds make me feel anxious and stressed","sensory","56","9"
"1385","I work better with visual aids and written instructions","daily_life","55","9"
"1386","I benefit from having quiet spaces to calm down","emotional","47","9"
"1387","I find certain coping mechanisms very helpful in school","general","55","9"
"1388","My focused interests have led to deep expertise","interests","47","8"
"1389","I wear noise-canceling headphones in crowded places in meetings","general","63","9"
"1390","I prefer consistency in my work and living environment","daily_life","54","9"
"1391","I like to plan things well in advance","routine","37","8"
"1392","Social situations require a lot of mental energy with friends","social","61","10"
"1393","I find multitasking challenging and prefer focusing on one thing","general","64","10"
"1394","I feel more comfortable with written communication","general","50","7"
"1395","I need quiet time to recharge after social activities","social","53","9"
"1396","I need quiet time to recharge after social activities in public","social","63","11"
"1397","I enjoy finding patterns and connections in information","general","55","8"
"1398","The texture of certain fabrics very bothers me, especially wool and rough materials at home","sensory","91","15"
"1399","I have specific ways I like things to be organized","routine","50","10"
"1400","I feel more comfortable with written communication","general","50","7"
"1401","I need extra time to process complex information during events","daily_life","62","10"
"1402","Having a structured schedule helps me function better during events","routine","67","10"
"1403","My attention to detail is often an asset","positive","40","8"
"1404","The sound of chalk on blackboard is unbearable","sensory","46","8"
"1405","I can spend hours researching topics that fascinate me at home","interests","62","11"
"1406","Social situations require a lot of mental energy","social","48","8"
"1407","I find fluorescent lights overwhelming and they give me headaches","sensory","65","10"
"1408","I love the feeling of soft blankets and weighted materials","general","58","10"
"1409","The texture of certain fabrics really bothers me, especially wool and rough materials","sensory","85","13"
"1410","I like to organize things in specific ways at work","routine","50","10"
"1411","Sometimes I need breaks to prevent feeling overwhelmed","emotional","54","8"
"1412","I feel more comfortable with written communication with family","general","62","9"
"1413","I wear noise-canceling headphones in crowded places","general","51","7"
"1414","I have a few topics that I find endlessly interesting","interests","53","10"
"1415","I express emotions differently than neurotypical people","social","55","7"
"1416","I have a few topics that I find endlessly interesting at home","interests","61","12"
"1417","I have specific ways I like things to be organized at work","routine","58","12"
"1418","I have a few topics that I find endlessly interesting","interests","53","10"
"1419","I can talk for hours about topics that interest me","social","50","10"
"1420","I'm often very thorough in my work in public","daily_life","44","9"
"1421","I bring a unique perspective to problems in meetings","general","52","9"
"1422","I notice details that others might miss","general","39","7"
"1423","The texture of certain fabrics really bothers me, especially wool and rough materials in school","sensory","95","15"
"1424","I'm very reliable when I understand expectations","general","48","7"
"1425","I have a few topics that I find endlessly interesting","interests","53","10"
"1426","Processing emotions takes time and energy for me","daily_life","48","8"
"1427","Stress affects me more intensely than it seems to affect others","emotional","63","11"
"1428","I notice details that others might miss","general","39","7"
"1429","I sometimes miss social cues that others pick up easily","social","55","10"
"1430","I sometimes miss social cues that others pick up easily","social","55","10"
"1431","I appreciate when people are direct and clear in communication","social","62","10"
"1432","I'm very reliable when I understand expectations","general","48","7"
"1433","Social situations require a lot of mental energy","social","48","8"
"1434","I'm very reliable when I understand expectations in meetings","general","60","9"
"1435","I love the feeling of soft blankets and weighted materials","general","58","10"
"1436","I express emotions differently than neurotypical people","social","55","7"
"1437","I appreciate patience from others when I'm overwhelmed during events","emotional","68","10"
"1438","I feel most comfortable when I have a predictable routine","routine","57","10"
"1439","I process information differently than many people","social","50","7"
"1440","I have specific ways I like things to be organized","routine","50","10"
"1441","Sudden schedule changes can ruin my whole day with friends","routine","58","10"
"1442","I work best in quiet, organized environments at home","routine","52","9"
"1443","I like to plan things well in advance","routine","37","8"
"1444","Having a structured schedule helps me function better","routine","53","8"
"1445","I like to plan things well in advance","routine","37","8"
"1446","Stress affects me more intensely than it seems to affect others during events","emotional","77","13"
"1447","I enjoy repetitive tactile sensations like fidget toys","general","54","8"
"1448","Changes in plans can cause me significant stress with family","routine","60","10"
"1449","I wear noise-canceling headphones in crowded places","general","51","7"
"1450","I love the feeling of soft blankets and weighted materials at home","general","66","12"
"1451","I value deep, meaningful relationships","general","38","5"
"1452","I appreciate patience from others when I'm overwhelmed at home","emotional","62","10"
"1453","I'm often very thorough in my work","daily_life","34","7"
"1454","I bring a unique perspective to problems at home","general","48","9"
"1455","Group conversations are harder to follow than one-on-one","social","56","8"
"1456","I express emotions differently than neurotypical people","social","55","7"
"1457","I enjoy repetitive tactile sensations like fidget toys","general","54","8"
"1458","Large social gatherings can feel overwhelming at work","social","53","8"
"1459","I can be very creative when working on things I enjoy","daily_life","53","11"
"1460","I appreciate clear instructions and expectations in public","daily_life","58","8"
"1461","Stress affects me more intensely than it seems to affect others","emotional","63","11"
"1462","I find comfort in familiar places and activities","general","48","8"
"1463","I feel most comfortable when I have a predictable routine in public","routine","67","12"
"1464","I need extra time to process complex information","daily_life","48","8"
"1465","Bright lights in stores can be overwhelming for me during events","sensory","64","11"
"1466","The texture of certain fabrics really bothers me, especially wool and rough materials in meetings","sensory","97","15"
"1467","Understanding my triggers helps me manage better","general","48","7"
"1468","I can be extremely dedicated to causes I believe in","general","51","10"
"1469","I appreciate when others show genuine interest in what I enjoy","interests","62","11"
"1470","I express emotions differently than neurotypical people","social","55","7"
"1471","My focused interests have led to deep expertise in school","interests","57","10"
"1472","I'm very reliable when I understand expectations during events","general","62","9"
"1473","I prefer consistency in my work and living environment","daily_life","54","9"
"1474","I have a few topics that I find endlessly interesting with family","interests","65","12"
"1475","I find multitasking challenging and prefer focusing on one thing","general","64","10"
"1476","I prefer having deep conversations about specific topics","social","56","8"
"1477","My attention to detail is often an asset","positive","40","8"
"1478","Stress affects me more intensely than it seems to affect others","emotional","63","11"
"1479","My attention to detail is often an asset","positive","40","8"
"1480","I process information differently than many people","social","50","7"
"1481","Group conversations are harder to follow than one-on-one","social","56","8"
"1482","Stress affects me more intensely than it seems to affect others","emotional","63","11"
"1483","I like to organize things in specific ways with family","routine","54","10"
"1484","My attention to detail is often an asset with family","positive","52","10"
"1485","My interests tend to be very focused and deep","interests","45","9"
"1486","I need time to process what people say before responding","social","56","10"
"1487","I appreciate when others show genuine interest in what I enjoy","interests","62","11"
"1488","Bright lights in stores can be overwhelming for me","sensory","50","9"
"1489","Bright lights in stores can be overwhelming for me at work","sensory","58","11"
"1490","I can spend hours researching topics that fascinate me","interests","54","9"
"1491","I need extra time to process complex information","daily_life","48","8"
"1492","I enjoy sharing knowledge about subjects I'm passionate about with friends","interests","74","11"
